id,question,answer
webq_373,what movies has john williams score?,Harry Potter and the Sorcerer’s Stone
webq_373,what movies has john williams score?,Home Alone
webq_373,what movies has john williams score?,Hook
webq_373,what movies has john williams score?,Indiana Jones and the Dial of Destiny
webq_373,what movies has john williams score?,Indiana Jones and the Last Crusade
webq_373,what movies has john williams score?,Jaws
webq_373,what movies has john williams score?,Jurassic Park
webq_373,what movies has john williams score?,Lincoln
webq_373,what movies has john williams score?,Memoirs of a Geisha
webq_373,what movies has john williams score?,Raiders of the Lost Ark
webq_373,what movies has john williams score?,Return of the Jedi
webq_373,what movies has john williams score?,Saving Private Ryan
webq_373,what movies has john williams score?,Schindler’s List
webq_373,what movies has john williams score?,Star Wars: A New Hope
webq_373,what movies has john williams score?,Superman
webq_373,what movies has john williams score?,The Empire Strikes Back
webq_373,what movies has john williams score?,The Force Awakens
webq_373,what movies has john williams score?,The Last Jedi
webq_373,what movies has john williams score?,The Lost World: Jurassic Park
webq_373,what movies has john williams score?,The Rise of Skywalker
webq_38,what timezone is utah in?,Mountain Daylight Time (MDT)
webq_38,what timezone is utah in?,Mountain Standard Time (MST)
webq_381,where is mount st helens volcano?,"Mount St. Helens National Volcanic Monument (Gifford Pinchot National Forest), Washington, USA"
webq_381,where is mount st helens volcano?,"Skamania County, Washington, in the Cascade Range"
webq_381,where is mount st helens volcano?,"Washington state, United States"
webq_384,what language do chinese people write in?,Chinese characters (Hanzi)
webq_384,what language do chinese people write in?,Mandarin Chinese (Standard Written Chinese)
webq_387,how deep is lake merritt oakland?,about 10 ft (maximum depth)
webq_387,how deep is lake merritt oakland?,about 4–5 ft on average
webq_389,what are the important holidays of islam?,Eid al-Adha
webq_389,what are the important holidays of islam?,Eid al-Fitr
webq_399,where is the university of the rockies located?,"Colorado Springs, Colorado, United States"
webq_399,where is the university of the rockies located?,"Denver, Colorado, United States"
webq_400,what disease does robin roberts have?,breast cancer
webq_400,what disease does robin roberts have?,myelodysplastic syndrome
webq_402,who plays edward scissorhands?,Johnny Depp
webq_405,what was lebron james first team?,Cleveland Cavaliers
webq_405,what was lebron james first team?,St. Vincent–St. Mary Fighting Irish
webq_411,what are the major cities in ukraine?,Dnipro
webq_411,what are the major cities in ukraine?,Donetsk
webq_411,what are the major cities in ukraine?,Kharkiv
webq_411,what are the major cities in ukraine?,Kryvyi Rih
webq_411,what are the major cities in ukraine?,Kyiv
webq_411,what are the major cities in ukraine?,Lviv
webq_411,what are the major cities in ukraine?,Mariupol
webq_411,what are the major cities in ukraine?,Mykolaiv
webq_411,what are the major cities in ukraine?,Odesa
webq_411,what are the major cities in ukraine?,Zaporizhzhia
webq_417,what form of currency does china have?,Chinese yuan (CNY)
webq_417,what form of currency does china have?,Renminbi (RMB)
webq_420,what country did magellan represent?,Portugal
webq_420,what country did magellan represent?,Spain
webq_422,who did kim richards marry?,Gregg Davis
webq_422,who did kim richards marry?,Monty Brinson
webq_427,where is giza pyramids located?,"Giza, Egypt"
webq_427,where is giza pyramids located?,"the Giza Plateau near Cairo, Egypt"
webq_427,where is giza pyramids located?,"the west bank of the Nile near Cairo, Egypt"
webq_43,what are the songs that justin bieber wrote?,As Long As You Love Me
webq_43,what are the songs that justin bieber wrote?,Baby
webq_43,what are the songs that justin bieber wrote?,Boyfriend
webq_43,what are the songs that justin bieber wrote?,Company
webq_43,what are the songs that justin bieber wrote?,Ghost
webq_43,what are the songs that justin bieber wrote?,Intentions
webq_43,what are the songs that justin bieber wrote?,Love Yourself
webq_43,what are the songs that justin bieber wrote?,Mistletoe
webq_43,what are the songs that justin bieber wrote?,Peaches
webq_43,what are the songs that justin bieber wrote?,Sorry
webq_43,what are the songs that justin bieber wrote?,What Do You Mean?
webq_43,what are the songs that justin bieber wrote?,Yummy
webq_431,what instruments does justin bieber use?,drums
webq_431,what instruments does justin bieber use?,guitar
webq_431,what instruments does justin bieber use?,piano
webq_431,what instruments does justin bieber use?,vocals
webq_432,what language does australians speak?,English (Australian English)
webq_432,what language does australians speak?,"Multiple languages (Indigenous and immigrant, e.g., Mandarin, Arabic, Vietnamese)"
webq_439,what university did romney graduated from?,Brigham Young University
webq_439,what university did romney graduated from?,Harvard University
webq_440,where is the time zone line in south dakota?,"Along specific county boundaries that put the western third in Mountain Time and the eastern two-thirds in Central Time (notably the Hughes–Stanley, Jones–Jackson, and Bennett–Mellette/Todd lines)"
webq_440,where is the time zone line in south dakota?,"Along the Missouri River (e.g., between Pierre and Fort Pierre, and near Mobridge)"
webq_440,where is the time zone line in south dakota?,"On I-90, the time change is at the Jones-Jackson county line (near Kadoka, west of Murdo)"
webq_441,where is jason mraz from?,"Mechanicsville, Virginia, USA"
webq_441,where is jason mraz from?,"San Diego, California, USA"
webq_454,what languages do they speak in costa rica?,Bribri
webq_454,what languages do they speak in costa rica?,Cabécar
webq_454,what languages do they speak in costa rica?,English
webq_454,what languages do they speak in costa rica?,Limonese Creole
webq_454,what languages do they speak in costa rica?,Spanish
webq_464,who is princess leia in star wars?,Carrie Fisher
webq_464,who is princess leia in star wars?,Leia Organa
webq_466,what is new york city airport?,John F. Kennedy International Airport
webq_466,what is new york city airport?,LaGuardia Airport
webq_466,what is new york city airport?,Newark Liberty International Airport
webq_468,who played obi wan in episode 2?,Alec Guinness
webq_468,who played obi wan in episode 2?,Ewan McGregor
webq_472,what countries do the united nations help?,All 193 UN member states
webq_472,what countries do the united nations help?,Countries in need or facing crises worldwide (including some non-members or territories via UN agencies)
webq_489,who did sir francis drake marry?,Elizabeth Sydenham
webq_489,who did sir francis drake marry?,Mary Newman
webq_49,where are samsung based?,"Seoul, South Korea"
webq_49,where are samsung based?,South Korea
webq_49,where are samsung based?,"Suwon, South Korea"
webq_494,what type of government does australia have?,federal parliamentary constitutional monarchy
webq_494,what type of government does australia have?,federal parliamentary democracy under a constitutional monarchy
webq_494,what type of government does australia have?,parliamentary democracy and constitutional monarchy
webq_496,what objects did galileo see with his telescope?,"Jupiter’s four moons (Io, Europa, Ganymede, Callisto)"
webq_496,what objects did galileo see with his telescope?,Saturn’s rings (“ears”)
webq_496,what objects did galileo see with his telescope?,mountains and craters on the Moon
webq_496,what objects did galileo see with his telescope?,sunspots on the Sun
webq_496,what objects did galileo see with his telescope?,the Milky Way resolved into stars
webq_496,what objects did galileo see with his telescope?,the phases of Venus
webq_504,what language is spoken in switzerland?,French
webq_504,what language is spoken in switzerland?,German
webq_504,what language is spoken in switzerland?,Italian
webq_504,what language is spoken in switzerland?,Romansh
webq_509,what is the best currency to take to turkey?,Euro (EUR)
webq_509,what is the best currency to take to turkey?,Turkish lira (TRY)
webq_509,what is the best currency to take to turkey?,US dollar (USD)
webq_511,what else did alexander graham bell invent other than the telephone?,audiometer
webq_511,what else did alexander graham bell invent other than the telephone?,graphophone (improved phonograph)
webq_511,what else did alexander graham bell invent other than the telephone?,hydrofoils (HD-4)
webq_511,what else did alexander graham bell invent other than the telephone?,metal detector
webq_511,what else did alexander graham bell invent other than the telephone?,photophone
webq_511,what else did alexander graham bell invent other than the telephone?,tetrahedral kites
webq_515,where is denmark situated?,Northern Europe
webq_515,where is denmark situated?,On the Jutland Peninsula and islands between the North Sea and the Baltic Sea
webq_515,where is denmark situated?,The Scandinavian/Nordic region
webq_518,what do people speak in canada?,English
webq_518,what do people speak in canada?,French
webq_522,who was anakin skywalker?,A Jedi Knight who fell to the dark side and became Darth Vader in Star Wars
webq_522,who was anakin skywalker?,The central fictional protagonist of the Star Wars saga
webq_522,who was anakin skywalker?,The character portrayed by Hayden Christensen (with Jake Lloyd as young Anakin and Sebastian Shaw as older Anakin)
webq_526,who are the senators of virginia 2013?,Mark Warner
webq_526,who are the senators of virginia 2013?,Tim Kaine
webq_527,what band was george clinton in?,Funkadelic
webq_527,what band was george clinton in?,George Clinton & the P-Funk All-Stars
webq_527,what band was george clinton in?,Parliament
webq_527,what band was george clinton in?,Parliament-Funkadelic
webq_527,what band was george clinton in?,The Parliaments
webq_532,what style of music does michael jackson perform?,R&B
webq_532,what style of music does michael jackson perform?,dance-pop
webq_532,what style of music does michael jackson perform?,disco
webq_532,what style of music does michael jackson perform?,funk
webq_532,what style of music does michael jackson perform?,new jack swing
webq_532,what style of music does michael jackson perform?,pop
webq_532,what style of music does michael jackson perform?,rock
webq_532,what style of music does michael jackson perform?,soul
webq_538,what has charlie hunnam been in?,Crimson Peak
webq_538,what has charlie hunnam been in?,Green Street Hooligans
webq_538,what has charlie hunnam been in?,King Arthur: Legend of the Sword
webq_538,what has charlie hunnam been in?,Pacific Rim
webq_538,what has charlie hunnam been in?,Papillon
webq_538,what has charlie hunnam been in?,Queer as Folk
webq_538,what has charlie hunnam been in?,Shantaram
webq_538,what has charlie hunnam been in?,Sons of Anarchy
webq_538,what has charlie hunnam been in?,The Gentlemen
webq_538,what has charlie hunnam been in?,The Lost City of Z
webq_538,what has charlie hunnam been in?,Triple Frontier
webq_538,what has charlie hunnam been in?,Undeclared
webq_544,what college did martin luther king jr go to?,Boston University
webq_544,what college did martin luther king jr go to?,Crozer Theological Seminary
webq_544,what college did martin luther king jr go to?,Morehouse College
webq_547,who is michael j fox's wife?,Tracy Pollan
webq_557,when is saint george day celebrated?,April 23
webq_557,when is saint george day celebrated?,May 6
webq_570,where do kfc get their chicken from?,Ingham’s (Australia)
webq_570,where do kfc get their chicken from?,Liuhe Group (China)
webq_570,where do kfc get their chicken from?,Moy Park (UK & Ireland)
webq_570,where do kfc get their chicken from?,Multiple approved regional poultry farms and processors (varies by country)
webq_570,where do kfc get their chicken from?,Pilgrim’s Pride (US)
webq_570,where do kfc get their chicken from?,Rainbow Chicken/RCL Foods (South Africa)
webq_570,where do kfc get their chicken from?,Tegel (New Zealand)
webq_570,where do kfc get their chicken from?,Tyson Foods (US)
webq_570,where do kfc get their chicken from?,Venky’s (India)
webq_570,where do kfc get their chicken from?,Wayne-Sanderson Farms (US)
webq_585,where buddha come from?,Kapilavastu in the Shakya republic (near the modern Nepal–India border)
webq_585,where buddha come from?,Lumbini (present-day Nepal)
webq_590,what russian language called?,Russian
webq_590,what russian language called?,Russian language
webq_590,what russian language called?,русский язык (russkiy yazyk)
webq_593,when did shays rebellion start?,August 1786
webq_593,when did shays rebellion start?,"August 29, 1786"
webq_597,where did kansas city royals come from?,A 1969 MLB expansion franchise created after the Kansas City Athletics moved to Oakland
webq_597,where did kansas city royals come from?,"Kansas City, Missouri"
webq_597,where did kansas city royals come from?,The team name “Royals” derives from Kansas City’s American Royal livestock show
webq_598,what style of music does john mayer play?,blues rock
webq_598,what style of music does john mayer play?,folk/Americana
webq_598,what style of music does john mayer play?,pop rock
webq_598,what style of music does john mayer play?,soft rock
webq_600,what inventions did thomas edison invent list?,Alkaline storage battery
webq_600,what inventions did thomas edison invent list?,Carbon microphone (improved telephone transmitter)
webq_600,what inventions did thomas edison invent list?,Electric vote recorder
webq_600,what inventions did thomas edison invent list?,Electrical power distribution system
webq_600,what inventions did thomas edison invent list?,Fluoroscope improvements
webq_600,what inventions did thomas edison invent list?,Mimeograph (stencil duplicator)
webq_600,what inventions did thomas edison invent list?,Motion picture camera (Kinetograph)
webq_600,what inventions did thomas edison invent list?,Motion picture viewer (Kinetoscope)
webq_600,what inventions did thomas edison invent list?,Phonograph
webq_600,what inventions did thomas edison invent list?,Practical incandescent light bulb
webq_600,what inventions did thomas edison invent list?,Quadruplex telegraph
webq_600,what inventions did thomas edison invent list?,Stock ticker
webq_608,when tupac was shot?,"November 30, 1994"
webq_608,when tupac was shot?,"September 7, 1996"
webq_612,where was st peter killed?,"Alexandria, Egypt (St Peter of Alexandria)"
webq_612,where was st peter killed?,Rome—specifically the Vatican Hill/Circus of Nero (Apostle Peter)
webq_612,where was st peter killed?,"Seveso near Milan, Italy—on the road between Como and Milan (St Peter of Verona/Peter Martyr)"
webq_617,what was queen elizabeth ii childhood nickname?,Lilibet
webq_617,what was queen elizabeth ii childhood nickname?,Lillibet
webq_618,where did tim tebow grow up?,"Jacksonville, Florida"
webq_62,what are the religions practiced in indonesia?,"Islam, Christianity, Hinduism, Buddhism, Confucianism, indigenous/folk beliefs"
webq_62,what are the religions practiced in indonesia?,"Islam, Protestantism, Catholicism, Hinduism, Buddhism, Confucianism"
webq_622,what countries have german as the official language?,Austria
webq_622,what countries have german as the official language?,Belgium
webq_622,what countries have german as the official language?,Germany
webq_622,what countries have german as the official language?,Liechtenstein
webq_622,what countries have german as the official language?,Luxembourg
webq_622,what countries have german as the official language?,Switzerland
webq_63,what was jesse james killed with?,.44-caliber Smith & Wesson Model 3 revolver
webq_63,what was jesse james killed with?,Colt Single Action Army (.45 Colt)
webq_637,what timezone is the state of michigan and?,Central Time Zone
webq_637,what timezone is the state of michigan and?,Eastern Time Zone
webq_638,what type of government did soviet union have?,Marxist–Leninist one-party socialist state
webq_638,what type of government did soviet union have?,authoritarian/totalitarian one-party dictatorship
webq_638,what type of government did soviet union have?,communist state
webq_64,who was vp for lincoln?,Andrew Johnson
webq_64,who was vp for lincoln?,Hannibal Hamlin
webq_642,what hemisphere is africa located in?,Both the Eastern and Western Hemispheres
webq_642,what hemisphere is africa located in?,Both the Northern and Southern Hemispheres
webq_644,where does princess leia live?,Alderaan
webq_644,where does princess leia live?,"Rebel Alliance bases (e.g., Yavin 4, Hoth)"
webq_645,what famous people are from el salvador?,Claribel Alegría
webq_645,what famous people are from el salvador?,Consuelo de Saint Exupéry
webq_645,what famous people are from el salvador?,Fernando Llort
webq_645,what famous people are from el salvador?,Jorge “Mágico” González
webq_645,what famous people are from el salvador?,José Napoleón Duarte
webq_645,what famous people are from el salvador?,Nayib Bukele
webq_645,what famous people are from el salvador?,Roque Dalton
webq_645,what famous people are from el salvador?,Óscar Romero
webq_646,what type of art did leonardo da vinci make?,Drawing
webq_646,what type of art did leonardo da vinci make?,High Renaissance art
webq_646,what type of art did leonardo da vinci make?,Painting
webq_646,what type of art did leonardo da vinci make?,Sculpture
webq_648,what countries don need a visa for usa?,"The 41 Visa Waiver Program countries (Andorra, Australia, Austria, Belgium, Brunei, Chile, Croatia, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Israel, Italy, Japan, South Korea, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Monaco, Netherlands, New Zealand, Norway, Poland, Portugal, San Marino, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, Taiwan, United Kingdom)"
webq_648,what countries don need a visa for usa?,VWP countries plus Canada and Bermuda (whose citizens are generally visa-exempt for short visits)
webq_648,what countries don need a visa for usa?,"VWP countries plus Canada, Bermuda, and the Compact of Free Association states (Palau, Federated States of Micronesia, Marshall Islands)"
webq_65,what other books did charles dickens write?,A Christmas Carol
webq_65,what other books did charles dickens write?,A Tale of Two Cities
webq_65,what other books did charles dickens write?,Barnaby Rudge
webq_65,what other books did charles dickens write?,Bleak House
webq_65,what other books did charles dickens write?,David Copperfield
webq_65,what other books did charles dickens write?,Dombey and Son
webq_65,what other books did charles dickens write?,Great Expectations
webq_65,what other books did charles dickens write?,Hard Times
webq_65,what other books did charles dickens write?,Little Dorrit
webq_65,what other books did charles dickens write?,Martin Chuzzlewit
webq_65,what other books did charles dickens write?,Nicholas Nickleby
webq_65,what other books did charles dickens write?,Oliver Twist
webq_65,what other books did charles dickens write?,Our Mutual Friend
webq_65,what other books did charles dickens write?,The Mystery of Edwin Drood
webq_65,what other books did charles dickens write?,The Old Curiosity Shop
webq_65,what other books did charles dickens write?,The Pickwick Papers
webq_650,what other movies has ryan gosling been in?,Barbie
webq_650,what other movies has ryan gosling been in?,Blade Runner 2049
webq_650,what other movies has ryan gosling been in?,Blue Valentine
webq_650,what other movies has ryan gosling been in?,"Crazy, Stupid, Love."
webq_650,what other movies has ryan gosling been in?,Drive
webq_650,what other movies has ryan gosling been in?,First Man
webq_650,what other movies has ryan gosling been in?,La La Land
webq_650,what other movies has ryan gosling been in?,Lars and the Real Girl
webq_650,what other movies has ryan gosling been in?,The Big Short
webq_650,what other movies has ryan gosling been in?,The Nice Guys
webq_650,what other movies has ryan gosling been in?,The Notebook
webq_650,what other movies has ryan gosling been in?,The Place Beyond the Pines
webq_652,what is the currency of germany now?,Euro (EUR)
webq_653,what kind of hispanic is selena gomez?,Mexican
webq_653,what kind of hispanic is selena gomez?,Mexican-American
webq_656,what is the zip code for wyoming michigan?,49509
webq_656,what is the zip code for wyoming michigan?,49519
webq_666,what government does new zealand have?,National Party-led coalition government with ACT and New Zealand First
webq_666,what government does new zealand have?,Unitary parliamentary constitutional monarchy (Westminster-style parliamentary democracy)
webq_667,where is isthmus of panama located on the map?,"Between Costa Rica and Colombia, across Panama where the Panama Canal runs"
webq_667,where is isthmus of panama located on the map?,Between the Caribbean Sea (Atlantic) and the Pacific Ocean
webq_667,where is isthmus of panama located on the map?,"In Central America, within Panama, the land bridge between North and South America"
webq_671,what kind of language does egypt speak?,Arabic
webq_671,what kind of language does egypt speak?,Egyptian Arabic
webq_679,what system of government does guyana have?,Co-operative republic
webq_679,what system of government does guyana have?,Unitary presidential republic (presidential representative democratic republic)
webq_681,what team did aguero play for?,Argentina national team
webq_681,what team did aguero play for?,Atlético Madrid
webq_681,what team did aguero play for?,FC Barcelona
webq_681,what team did aguero play for?,Manchester City
webq_682,who is the president of the european union 2012?,Herman Van Rompuy
webq_682,who is the president of the european union 2012?,José Manuel Barroso
webq_682,who is the president of the european union 2012?,Martin Schulz
webq_687,when the atlanta braves won the world series?,1995
webq_687,when the atlanta braves won the world series?,2021
webq_69,who plays the voice of kitt in knight rider?,Val Kilmer
webq_69,who plays the voice of kitt in knight rider?,William Daniels
webq_693,which hemingway book to read?,A Farewell to Arms
webq_693,which hemingway book to read?,For Whom the Bell Tolls
webq_693,which hemingway book to read?,In Our Time
webq_693,which hemingway book to read?,The Old Man and the Sea
webq_693,which hemingway book to read?,The Sun Also Rises
webq_696,what role did paul mccartney play in the beatles?,Bassist (bass guitarist)
webq_696,what role did paul mccartney play in the beatles?,Lead/backing vocalist and principal songwriter
webq_696,what role did paul mccartney play in the beatles?,Multi-instrumentalist (also played piano/keys and guitar)
webq_698,when does school start for the university of oregon?,First day of fall term classes for most UO programs (late September
webq_698,when does school start for the university of oregon?,Start of Week of Welcome/move-in (about a week before fall classes)
webq_698,when does school start for the university of oregon?,UO School of Law first day of classes (mid-August
webq_698,when does school start for the university of oregon?,date varies by year)
webq_698,when does school start for the university of oregon?,semester calendar)
webq_700,what is the capital of australia victoria state?,Melbourne
webq_704,what currency should i take to mexico?,Mexican peso (MXN)
webq_704,what currency should i take to mexico?,U.S. dollar (USD)
webq_710,what did general robert e lee die from?,Pneumonia
webq_710,what did general robert e lee die from?,Stroke
webq_725,where was marilyn monroe found dead?,"Her home in Brentwood, Los Angeles, California"
webq_725,where was marilyn monroe found dead?,"The bedroom of her home at 12305 Fifth Helena Drive, Brentwood"
webq_74,what language do the maasai tribe speak?,Maa (Maasai)
webq_74,what language do the maasai tribe speak?,Swahili
webq_743,where did the gettysburg address?,"Gettysburg, Pennsylvania"
webq_743,where did the gettysburg address?,Soldiers' National Cemetery (Gettysburg National Cemetery)
webq_747,what kind of tennis racquet does serena williams use?,Wilson Blade 104
webq_747,what kind of tennis racquet does serena williams use?,Wilson Blade SW102 Autograph
webq_747,what kind of tennis racquet does serena williams use?,Wilson Blade SW104 Autograph (Countervail)
webq_753,what drink did john pemberton create?,Coca-Cola
webq_753,what drink did john pemberton create?,Pemberton's French Wine Coca
webq_760,who brad pitt has dated?,Angelina Jolie
webq_760,who brad pitt has dated?,Christina Applegate
webq_760,who brad pitt has dated?,Gwyneth Paltrow
webq_760,who brad pitt has dated?,Ines de Ramon
webq_760,who brad pitt has dated?,Jennifer Aniston
webq_760,who brad pitt has dated?,Jill Schoelen
webq_760,who brad pitt has dated?,Juliette Lewis
webq_760,who brad pitt has dated?,Nicole Poturalski
webq_760,who brad pitt has dated?,Sinitta
webq_77,what works of art did leonardo da vinci produce?,Adoration of the Magi
webq_77,what works of art did leonardo da vinci produce?,Benois Madonna
webq_77,what works of art did leonardo da vinci produce?,Ginevra de' Benci
webq_77,what works of art did leonardo da vinci produce?,Head of a Woman (La Scapigliata)
webq_77,what works of art did leonardo da vinci produce?,La Belle Ferronnière
webq_77,what works of art did leonardo da vinci produce?,Lady with an Ermine
webq_77,what works of art did leonardo da vinci produce?,Leda and the Swan (lost)
webq_77,what works of art did leonardo da vinci produce?,Mona Lisa
webq_77,what works of art did leonardo da vinci produce?,Portrait of a Musician
webq_77,what works of art did leonardo da vinci produce?,Salvator Mundi
webq_77,what works of art did leonardo da vinci produce?,St. Jerome in the Wilderness
webq_77,what works of art did leonardo da vinci produce?,St. John the Baptist
webq_77,what works of art did leonardo da vinci produce?,The Annunciation
webq_77,what works of art did leonardo da vinci produce?,The Baptism of Christ (with Verrocchio)
webq_77,what works of art did leonardo da vinci produce?,The Battle of Anghiari (lost)
webq_77,what works of art did leonardo da vinci produce?,The Last Supper
webq_77,what works of art did leonardo da vinci produce?,The Virgin and Child with St Anne and St John the Baptist (cartoon)
webq_77,what works of art did leonardo da vinci produce?,The Virgin and Child with St. Anne
webq_77,what works of art did leonardo da vinci produce?,Virgin of the Rocks
webq_77,what works of art did leonardo da vinci produce?,Vitruvian Man
webq_772,who is the newly elected governor of california?,Arnold Schwarzenegger
webq_772,who is the newly elected governor of california?,Gavin Newsom
webq_772,who is the newly elected governor of california?,Jerry Brown
webq_773,who plays roxanne in ghost rider?,Eva Mendes
webq_773,who plays roxanne in ghost rider?,Raquel Alessi
webq_784,what county is houston tx in?,Fort Bend County
webq_784,what county is houston tx in?,Harris County
webq_784,what county is houston tx in?,Montgomery County
webq_785,where do the seattle seahawks play?,Lumen Field
webq_785,where do the seattle seahawks play?,"Seattle, Washington"
webq_789,what is the holy book of the buddhist religion?,Mahayana Sutras
webq_789,what is the holy book of the buddhist religion?,Tibetan Buddhist Canon (Kangyur and Tengyur)
webq_789,what is the holy book of the buddhist religion?,Tipitaka (Pali Canon)
webq_791,where did richard arkwright grow up?,"Preston and nearby Kirkham, Lancashire"
webq_791,where did richard arkwright grow up?,"Preston, Lancashire"
webq_792,what other books did louis sachar write?,Dogs Don't Tell Jokes
webq_792,what other books did louis sachar write?,Fuzzy Mud
webq_792,what other books did louis sachar write?,Johnny's in the Basement
webq_792,what other books did louis sachar write?,Marvin Redpost series
webq_792,what other books did louis sachar write?,Sideways Stories from Wayside School
webq_792,what other books did louis sachar write?,Sixth Grade Secrets
webq_792,what other books did louis sachar write?,Small Steps
webq_792,what other books did louis sachar write?,Someday Angeline
webq_792,what other books did louis sachar write?,Stanley Yelnats' Survival Guide to Camp Green Lake
webq_792,what other books did louis sachar write?,The Boy Who Lost His Face
webq_792,what other books did louis sachar write?,The Cardturner
webq_792,what other books did louis sachar write?,There's a Boy in the Girls' Bathroom
webq_792,what other books did louis sachar write?,Wayside School Beneath the Cloud of Doom
webq_792,what other books did louis sachar write?,Wayside School Gets a Little Stranger
webq_792,what other books did louis sachar write?,Wayside School Is Falling Down
webq_796,what is the dominant religion in the us?,Christianity
webq_796,what is the dominant religion in the us?,Protestantism
webq_799,what states share a border with tennessee?,Alabama
webq_799,what states share a border with tennessee?,Arkansas
webq_799,what states share a border with tennessee?,Georgia
webq_799,what states share a border with tennessee?,Kentucky
webq_799,what states share a border with tennessee?,Mississippi
webq_799,what states share a border with tennessee?,Missouri
webq_799,what states share a border with tennessee?,North Carolina
webq_799,what states share a border with tennessee?,Virginia
webq_8,where was george washington carver from?,"Diamond, Missouri"
webq_8,where was george washington carver from?,"Tuskegee, Alabama"
webq_80,what country did buddha come from?,India
webq_80,what country did buddha come from?,Nepal
webq_800,what to see and do in vancouver washington?,Clark County Historical Museum
webq_800,what to see and do in vancouver washington?,"Downtown Vancouver dining, shops, and craft breweries"
webq_800,what to see and do in vancouver washington?,Esther Short Park and Vancouver Farmers Market
webq_800,what to see and do in vancouver washington?,Fort Vancouver National Historic Site
webq_800,what to see and do in vancouver washington?,Frenchman's Bar Regional Park
webq_800,what to see and do in vancouver washington?,Officers Row (including Marshall House)
webq_800,what to see and do in vancouver washington?,Pearson Air Museum
webq_800,what to see and do in vancouver washington?,Ridgefield National Wildlife Refuge (nearby birding)
webq_800,what to see and do in vancouver washington?,Vancouver Lake Regional Park
webq_800,what to see and do in vancouver washington?,Vancouver Waterfront and Grant Street Pier
webq_800,what to see and do in vancouver washington?,Waterfront Renaissance Trail (walk/bike)
webq_800,what to see and do in vancouver washington?,Wintler Community Park (river beach)
webq_816,when was john paul ii?,Born 18 May 1920 – Died 2 April 2005
webq_816,when was john paul ii?,Pope from 16 October 1978 to 2 April 2005
webq_821,what are the names of harry potter movies in order?,"Harry Potter and the Philosopher's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Phoenix, Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Deathly Hallows - Part 2"
webq_821,what are the names of harry potter movies in order?,"Harry Potter and the Sorcerer's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Phoenix, Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Deathly Hallows - Part 2"
webq_835,where did the battle of waterloo occur?,"Braine-l'Alleud (near Waterloo), present-day Belgium"
webq_835,where did the battle of waterloo occur?,"Waterloo, Belgium"
webq_838,what year did the baltimore ravens win superbowl?,2000
webq_838,what year did the baltimore ravens win superbowl?,2001
webq_838,what year did the baltimore ravens win superbowl?,2012
webq_838,what year did the baltimore ravens win superbowl?,2013
webq_845,how old is bruno mars and where is he from?,"40 years old, from Honolulu, Hawaii, USA"
webq_845,how old is bruno mars and where is he from?,"40 years old, from Waikiki (Honolulu), Hawaii, USA"
webq_846,who are the virginia senators 2013?,Mark Warner and Jim Webb
webq_846,who are the virginia senators 2013?,Mark Warner and Tim Kaine
webq_849,where are the nordic countries?,"Denmark, Finland, Iceland, Norway, and Sweden (often including the Faroe Islands, Greenland, and Åland)"
webq_849,where are the nordic countries?,"In Northern Europe and the North Atlantic, encompassing Scandinavia, Finland, Iceland, and adjacent territories"
webq_85,what type of music did john lennon sing?,pop
webq_85,what type of music did john lennon sing?,pop rock
webq_85,what type of music did john lennon sing?,rock
webq_85,what type of music did john lennon sing?,rock and roll
webq_853,what province is toronto in ( 7 letters )?,Ontario
webq_859,who does mike marry at the end of season 5 desperate housewives?,Not revealed in Season 5
webq_859,who does mike marry at the end of season 5 desperate housewives?,Susan Mayer (revealed in Season 6)
webq_860,what are the predominant religions in russia?,"Christianity (Orthodox), Islam, Buddhism, and Judaism"
webq_860,what are the predominant religions in russia?,Russian Orthodox Christianity and Islam
webq_861,what countries were part of the spanish empire?,"Mexico, Guatemala, Belize, Honduras, El Salvador, Nicaragua, Costa Rica, Panama, Cuba, Dominican Republic, Haiti, Jamaica, Trinidad and Tobago, Colombia, Venezuela, Ecuador, Peru, Bolivia, Chile, Argentina, Paraguay, Uruguay, United States, Philippines, Equatorial Guinea"
webq_861,what countries were part of the spanish empire?,"Mexico, Guatemala, Belize, Honduras, El Salvador, Nicaragua, Costa Rica, Panama, Cuba, Dominican Republic, Haiti, Jamaica, Trinidad and Tobago, Colombia, Venezuela, Ecuador, Peru, Bolivia, Chile, Argentina, Paraguay, Uruguay, United States, Philippines, Equatorial Guinea, Italy, Belgium, Netherlands, Luxembourg, France, Morocco, Algeria, Tunisia, Libya, Palau, Federated States of Micronesia, Marshall Islands, Taiwan, Indonesia"
webq_867,where did otto frank go to college?,Heidelberg University
webq_867,where did otto frank go to college?,University of Munich
